ID,State,Address,user_lat,user_lon,maid_count,maid
201,NSW,"51 Bromide St, Broken Hill, NSW 2880, Australia",-31.959753,141.45989,1,6269015d-ecbf-4a5a-bc1f-2ad86f64cf77
202,NSW,"11908 Barrier Hwy, Little Topar NSW 2880, Australia",-31.779069,142.227769,0,
203,NSW,"1 - 7 Ross St, Wilcannia NSW 2836, Australia",-31.55729,143.385675,1,d72d0f13-e898-43c1-adbc-3ec1b95b4f20
204,NSW,"White Cliffs NSW 2836, Australia",-30.850378,143.090023,1,5fb4b09a-0f9b-49fe-a999-23db783a5320
205,NSW,"3 Broomfield St, Cobar NSW 2835, Australia",-31.498833,145.83757,0,
206,NSW,"15c Mitchell St, Bourke NSW 2840, Australia",-30.088249,145.93511,3,3a4b5578-54bb-4277-a9e1-fe3713a55dee|1bcc00ee-94cf-4513-a9a1-07029eec81aa|b1baa92e-34b0-4899-8a97-0c2bca1eb453
207,NSW,"50 Bathurst St, Brewarrina NSW 2839, Australia",-29.960446,146.85743,0,
208,NSW,"26 Neilly St, Walgett NSW 2832, Australia",-30.020547,148.118156,0,
209,NSW,"58 Pandora Street, Lightning Ridge NSW 2834, Australia",-29.429453,147.98555,2,dbd1a4ad-317e-44b6-8e5e-3b2bc358a69b|2229a5c8-d2cf-4666-ac88-2bcefaab7db0
210,NSW,"18 Dandaloo St, Nyngan NSW 2825, Australia",-31.564631,147.196936,1,1fcfe02c-530b-4ce4-b1f9-03237096cd83
211,NSW,"38 Goan St, Trangie NSW 2823, Australia",-32.03424,147.976948,16,19344042-7073-2971-d945-b9a3cd9c47e9|19344042-7073-2971-c945-a9b3dc9d47f9|b02c0c39-45b0-4c19-aa74-9b4dfcc90b79|86f0e2c0-3e02-4aea-a9df-9b46a8045caf|593a71a4-bc2b-2187-ccc3-a958c094a35a|593b71b4-ad2a-2187-ddd3-b958d094b35b|c58aeadf-a936-4de5-9cbc-d78b94176165|43f0e7b0-1e07-4ded-a5af-5c83d4082bdf|31223ba5-5d7e-4b24-9a14-12ad54af4dab|73f98607-25fb-49e5-ae8d-0ac271bc604c|37688085-2026-4723-a789-d1c6ab1a82f1|19344042-7073-4971-a945-a9b3dc9d47f9|58de8ad6-f485-4919-aac9-193469a2ea56|eeefc505-7f38-4aff-91c4-29d8f63cd87c|3a6e31c0-d99f-4cb2-ba36-fe6af8899580|91f54309-72fc-45e2-ae4a-0db799cb308b
212,NSW,"Narromine? NSW? 2821, Australia",-32.231996,148.239187,9,0b1a607d-dfd3-40c8-ba19-4753865f7d71|e3059dda-e787-4e54-a75e-ed3baf77902b|33522cbe-a21c-4088-b3f4-a490cd3fbc36|34e7162f-dacd-439a-b69b-93192117fe50|407a888e-018b-4e7c-a318-d5fdb14f75ee|27ec4d80-237e-4228-af8c-34c18195e500|9dada4f8-a331-4b2b-a323-588d0384390d|6879ac3e-a3b3-4c83-87df-d6ef572dac26|10d21e90-fb2c-42b0-a0e4-9a3575d33193
213,NSW,"Skillman's Lane, Coonamble NSW 2829, Australia",-30.9530995,148.3879809,1,bb199e7c-cb81-422a-aa7f-adb58489ba2e
214,NSW,"Belougerie Flats Trail, Warrumbungle NSW 2828, Australia",-31.2752,149.0101,0,
215,NSW,"Coonabarabran Coach Stop, Coonabarabran NSW 2357, Australia",-31.46352,149.3057644,0,
216,NSW,"73 Little Barber St, Gunnedah NSW 2380, Australia",-30.97815,150.250931,0,
217,NSW,"89 Barwan St, Narrabri NSW 2390, Australia",-30.324798,149.784027,11,3a0afc77-f053-4a0f-a652-c9c5b21f91db|74754c04-e645-438d-822c-29ed4789434d|9358c975-5e1c-4a44-b7e1-6f03d18bc1ef|c8138001-0a0f-4829-ab88-2e2f8ada1587|1d0dfb99-f021-4d0f-a327-b5b2c79f59ac|6dd47543-e827-426e-8832-fd1da733a04c|b4364003-0d0f-4457-ac44-5e5f4dad3942|d48c1552-ba70-4234-a2ff-5511d2d4cc92|1f9b386d-bd96-4141-b7a1-4068e615074a|2daf26a4-78e7-4e6f-97c3-01fc3a80ff20|6cc47543-f827-426f-8832-ec1cb733b04d
218,NSW,65A Barwan Street Narrabri NSW,-30.327861,149.785666,5,d79841ce-a3de-427a-af78-993b57ba31c2|c79841df-b3cf-427b-be78-993a57ab31d2|17ff3822-179b-4b65-875a-6ae54d779e24|92dd0d6d-6067-4883-b16a-95a0bfa8f204|92cc0c6c-6067-4883-a16b-95b0aeb8e204
219,NSW,"168 Maitland St, Narrabri NSW 2390, Australia",-30.323162,149.781879,41,a1f07ad9-5a98-4bf3-a213-a0aac994e8d7|19ea8b7d-00aa-4971-ac1e-3091ef81d2a0|211702f8-a281-4be7-912a-8067e80a3273|adbd71c8-5b14-4e51-ae13-ba7d1e034d35|daca23b4-9c38-4e93-ae36-cd2a3e068a69|b7e69e1b-39a8-4086-b28d-1aade8b840b5|fe8ca3c7-ae5d-4775-ad70-b11faf0e62e4|a08351a9-ef1b-4828-a01e-8a40358e9a33|dcc87931-a802-4df5-a76a-d945bf809b76|c435967c-57f5-4f0e-bb83-9524194a33c9|92447001-0c46-440a-addb-98efc4575991|9819c4ad-99b5-41df-aee8-e0f27e0de752|be592805-d040-4995-8b67-1009c0ccfd36|e373b552-e939-48b9-a711-1a99a242b59f|7d675e2c-6df6-42d6-9c0a-f6a2d61c0a56|089e1c15-a257-4025-a399-218c78f1c029|35caeb76-3c0f-4a68-87eb-5854b2dd5d32|e7e5aa52-d1cc-4ce9-99c2-c06377aca330|ad062c2c-b3d3-428e-a783-61e2f5ca91f1|e9e87efc-ed07-4eb6-82cc-6de0830be19a|b1e07bc9-5b98-4ae3-b213-b0bbd994f8c7|c9e09cb5-2c54-4de1-b791-c0cca558f4b9|648d386d-dbc1-409f-b676-1fdc33f80e73|8e94aef3-7d1f-48b8-bc92-b29f37707a14|ef8db3d7-bf5c-4775-bc70-a11ebe0f62f4|8f94bfe3-7c1e-48a8-ad92-a29e37707b14|81701e88-9275-4cd8-af42-84a8b932cda2|384b143b-bda9-405e-a393-9eba11e40f91|0bdc5f60-a2d9-4493-b187-7b11a9a822dd|648c386c-cad1-409e-a676-1ecd33e80f73|9a7ef0cd-f98c-4251-bfbb-ab636b13c24a|19fb8a7c-00bb-4971-bd1f-3091fe81c2b0|f373a552-f939-48a9-b711-1b99b242a59e|cbdb23a4-9d38-4f93-bf36-dc2b3f068b69|9819d4bc-99a5-41ce-bff8-f0e27f0cf752|bcac71d8-5a14-4f51-bf13-ab7c1f034c35|d9f09da5-2d54-4cf1-a791-d0ddb558e4a9|25e91242-17a8-4524-91e6-513576071f33|91c8e0e2-d492-47cc-ac8e-9df9a54a7ed9|be48bae2-4bab-46de-aeb0-cec7f1bce9d8|9b3fb95a-0b8c-417b-a1fb-df0919590ec2
220,NSW,"41-43 Cooma Rd, Narrabri NSW 2390, Australia",-30.337905,149.767337,0,
221,NSW,"Lightning Ridge District Bowling Club, 1 Agate St, Lightning Ridge NSW 2834",-29.430221,147.978097,0,
222,NSW,"28 Auburn St, Moree NSW 2400, Australia",-29.461911,149.840594,4,fdc82992-be04-4d2f-af81-3d0b92ad89c8|c749260b-a81a-4e2b-a46a-3c52a9070fa1|d749260a-b81b-4f2a-b46b-3d52b9070eb1|6b98ba0a-8eb2-4dd3-a2cd-c5b02956bd97
223,NSW,"25 McElhone St, Moree NSW 2400",-29.467184,149.846866,0,
224,NSW,"21 Alice St, Moree NSW 2400, Australia",-29.470896,149.846725,48,5e48480a-464d-41ad-9f71-5ee26975bc64|689bd8ee-9c9f-4445-9f95-a423e72a4608|1c0ce4be-bbcc-42dd-be09-240af338259a|29dab34b-90c1-413e-a835-da4a4114435f|75adc18c-50b9-491e-a412-ad8d8998812f|af80b93e-0f77-4419-ad1c-dd8f8f7b5257|da9c04da-ae19-4ce3-9ff3-45c12464b854|157d05ff-aa34-40e8-bc3b-7e691445fa96|5328853e-c11f-4bd9-bab2-d821a056eb59|7a55bcae-79e6-4fef-90f4-bd370f365dee|cb8080fd-51bd-4151-aea3-b93cde489138|c9aa1e80-292d-46b3-a8cc-4026f607fda8|4099df4d-e0c7-4ecd-b986-8fecd0cb24c9|39ee9ccf-991f-4ad6-857a-9f6e1e940687|f6dea495-3cd8-481c-ba58-225e0b439a9d|72f7de40-3f8a-4777-a289-8bea088fd565|21ff0de7-5297-4534-8195-5c7095559f71|df801676-0da1-494c-83ca-ea93c6069a93|4f3e61b4-cba3-4974-903f-31db0e5b497d|0e18c9e2-ec98-4cbb-afc4-89e54d21d3d4|1c0f20c3-2eb3-4892-af51-ca97aad94687|b5dd9e40-757a-43c1-a4bb-8073f309fad4|aecdff79-b838-20cb-5a2a-82797e97bbea|1f72bffe-7090-40d6-a6ac-3e0e9d79e176|6447a9fd-b7f4-4480-93ad-f46e0e996263|e7b4caa3-d893-406d-ade5-5165c6a192ae|df40c51e-0f99-4895-aa9b-aa4f4f9c2729|f3a9672a-f0f2-6dcb-bebe-48f08b031f66|aed6af09-2ecc-46fe-9770-c0763f0ccf9b|e9c8bdd1-a451-403a-aae2-2932b3d957de|29cba34a-90d1-413f-b835-cb4b4114435e|157c05ee-bb34-40f8-ad3a-7f691445eb96|1d0e20d3-2fa3-4892-be51-db97bbc94687|e6cfb495-3dc8-481d-ab58-225f0a439b9c|62560b7b-2637-4ad3-b2fe-205e36d95d39|096a47a7-6a05-48f8-95c7-89a46eaaae44|d9bb1f80-292c-46a3-b8dd-4026e607ecb8|21c60d6f-83d2-4b8a-a7fc-2c4295c119a0|22f597d7-adad-4003-a987-4b8126111f78|4e2a3cb4-b70b-450a-8bf2-a275a66efa27|cd1913c1-a0cc-4892-aa94-3784cc2f09f4|e3beacb0-7f74-49aa-879a-869f12fb1500|62fd206f-ae30-47a7-a6a9-1b7bd9a95c06|325bd5e8-7b2d-4509-a7ec-0d8eebfef902|d272e463-abc2-41ac-9605-cdcad48412e8|23be0985-3233-2a31-5b99-424eb777e829|a5cc9f40-757b-43d1-b4aa-8073e309ebc4|23af0985-3233-2b31-5a99-424fa777f829
