ID,State,Address,user_lat,user_lon,maid_count,maid
20,NSW,"10 Burkinshaw St, Barooga NSW 3644, Australia",-35.90645,145.686829,22,9244b87f-5a92-4259-aac0-5810f0a5a129|17b08715-dd3c-4eb2-a963-e84647e6aa53|d9219fa7-68ca-4dc0-968e-f886c3e292f2|493d6814-789c-4c5b-a304-2a8362cc7f3d|002c549c-eae9-4287-abfc-9049ef7f5433|7ecf9d24-c5fe-4c9c-946a-327ac10cf236|fa049145-7413-48ad-af9f-41ba42985d4a|2a431c0d-a8e8-4ba0-9872-11ccc4dcceb0|e99431f4-70f4-4084-aa11-2a573f388d0a|ac4f5999-6d15-4c8e-a6a2-d86ccbdfa96a|fd081389-2836-44da-af1f-83cd85749a8d|c100814a-8de2-4983-a991-48b583abb919|cdffdbed-69ab-4437-8301-d4a3fde29a21|99c04992-aa1b-4ec7-a531-e48389e3dd21|bd4e5999-6c15-4d8f-b6b2-c86ddaceb96b|7fde9c24-d5ef-4d9d-946b-327bd10de236|691a79df-6828-4a69-90de-f9103c0e02a7|d0ffba11-c6fb-41e4-9c2c-a07247f66a6e|6e809761-0900-4b99-83a4-fc2b4ccb1405|f99431e4-70e4-4084-bb11-2b573e388c0b|50799593-e504-4a90-a1c8-92783278090b|17a08715-cc3d-4fa2-b963-f84647f6bb53
21,NSW,"156 Melbourne St, Muwlala NSW 2647",-35.995043,146.001942,65,245ab80a-f84b-47a6-ad05-3fa45153ad85|c03eea63-7134-4b26-ba48-0ebf67c22a4f|0ed920e8-9e80-447c-8e10-17f3e1e7c12e|9e5ec84e-d22e-493c-a328-288fab134af9|e1a057ca-9720-4216-94f1-883f56943c74|a779f856-1d78-4372-a701-e7e43fede394|7e9eb48e-a55e-416b-a654-544fdc368df1|e9330255-1914-2279-5f88-952e1987f3a0|a4557957-77cd-4979-a791-c52c9b88fb22|de0a3cf7-eab1-4bda-a568-bb665cc37eac|d8ba0280-9f08-418f-9b32-3cd66a0a5ff3|00076bad-98ef-45f8-a81a-f38d7ec91f9b|9959a449-b5d5-4fcc-a543-fe0c351ff9b7|baa8e18e-76c1-400f-a5eb-4752623bc68c|7cb91932-050b-2a94-c99d-2c9543d4909b|08b1e48f-6151-42a8-9e76-c9d7854a5a86|7a599299-184f-4f3a-a42d-7d3ed4da08ed|ae1b549a-48dd-49f2-a3a5-f2159aacd408|26357ca5-c09d-4799-88c6-2268163a321a|245ba80b-e84a-47b6-bc05-3eb45153bc85|3969d327-63c0-4341-b8ea-01cac42c890e|7da91932-050a-2b94-d99c-2d9543c4909a|3b04fe74-f8e0-4fba-aa76-0f8461e1d15e|d03ffb63-7134-4a26-ab48-0fae67d22b4e|42004477-b90e-415c-ac44-a82f5cfc10cf|ed9f8aca-7d5b-48e7-a170-f973c1aa53cb|1759e582-d1c4-4c11-9e4b-00c853a3eb6b|fbc7e8a7-d0b4-66f6-a0b4-1917131d6073|52f33ad4-7f4e-4394-a5b5-fb2323fba4a0|4390dd24-dec8-422f-a493-ccc9b0097c95|4eb92269-3de5-4c04-b17c-363d541767d0|7066038d-31a2-439f-91ce-1b718ff084ff|a7eb25be-b90a-450b-aeea-8ca57f3b5151|3969c327-63d0-4341-a8fb-01dbd42d890f|1535b179-31a0-4189-a4fc-09aca87a450f|6ab0929a-488b-4f8e-8af6-991cd45ed417|9959a449-b5d5-2fcc-d543-fe0c351ff9b7|40071d97-1d17-4da8-8cd2-820c729e58cf|d1021a7b-5e9a-23d9-d801-a3839414530e|672c880a-d2e2-4b87-a9b5-baf70e393bab|f2059978-9e8d-4d1c-82af-dedb45466d06|cdd134a8-149d-4894-a4c0-2204cdfad2b2|3a04ef74-e8f0-4eab-bb76-0e8461f1c15f|c004ddff-7788-46bf-aa3e-fb6607567184|63e3dcea-2f2f-41f1-b69e-57991fa23dd2|5a4d7a8c-a5a9-4425-bd6f-c109e174830d|f43a60fc-ccd3-6392-b696-eb1da6434749|74af5765-66f0-451b-b56a-967153068973|59894c12-8097-4ea4-a69c-0379ba22e579|06539138-9138-307e-3ed4-63ed654f9615|d8992192-22ba-4121-a273-b95b1c44fc55|79e120e7-822e-42e0-ad69-f2489d0183a8|6baa7c46-355e-40cb-bb8f-b849f02de797|ac486754-1927-4147-bd27-2f7916df5b89|baa368d4-387a-4418-a8b0-5508bafda5c5|9f5fd84f-c22f-493d-b328-288eba134be9|0fc920f8-9f80-447d-8f10-17e3f1f7d12f|9959b449-a5c5-2edd-c543-ef0d351ee9a7|42004477-a90f-415d-bd44-b82e5ded10de|dcc134b8-149c-4894-b4d0-2204dcebc2a2|ae42afea-36ea-4eae-9c83-7b6db0fca4c2|33268f91-8828-4152-afdb-4289c0ac355b|a3994524-eaa7-4a8c-af59-5219f6a819d3|86bad03a-0283-41e0-bffa-2399a51a9c1f|d1558278-edd9-4d4b-af25-2795f3d495a1
22,NSW,"30 betterment parade, Corowa",-35.995217,146.386066,5,a204f247-a92e-4d03-8784-b6d19e5d24c2|c1130521-ee9f-27ff-cd40-4799d1a441a2|5f0a7c5f-530b-46cd-962c-d7d72991235f|e89e205a-d127-4ab3-adb8-950355dd0059|0e929b01-b435-446b-b0ee-aa0c2de300f3
23,NSW,"186 Golf Club Dr, Howlong NSW 2643, Australia",-35.985215,146.644426,11,897ab329-7f8c-4722-aa23-d54d3b14b48c|122f8e27-d963-47a4-81d4-6b4933deeb16|f2827209-e843-47fe-8a74-3a4d64927e31|1a06df5c-386d-472d-836f-0b181955e547|a1e39fe8-875e-4708-a133-725d82275ee8|ab208330-1ec7-4aa0-a65e-c28102466e2b|378047f2-32b3-4b14-a8a8-4a43d19d93c1|378047e2-32a3-4a14-b8b8-4b43c19c93d1|d3e67fe4-429e-4204-a366-259a45529ee4|fd0d0b92-fde1-4a73-9d65-504dbd54a48a|ef416224-ad00-490e-9562-3d068acface9
24,NSW,3/314 Kiewa street Albury,-36.1371625,147.0044798,0,
25,NSW,"Albury Murray River Precinct, Wodonga Pl, Albury NSW 2640, Australia",-36.0852762,146.9089661,6,7f8b5fab-5de2-47b4-b288-a21f5a08594d|143a1ecf-bba9-452d-a9f4-5a297f76ac9d|7e8a5eba-5cf2-47a4-a288-b21e5b08594c|3b93c9fc-052c-494c-a30e-398c95439c27|5c799028-3082-4992-aafd-03f8c9879418|81c0c231-981b-4463-b350-a0f9364d407e
26,NSW,"450 Townsend St, Albury NSW 2640, Australia",-36.0828,146.912913,52,503f2f93-4ec2-4848-9c15-7bd3b23a1a4c|bb1b9d9a-495b-4b33-a4e1-b195e99a3ba1|d3b2250e-257b-43d5-9e87-7e40a8ceaf76|e08708e0-ebba-49e7-8f85-67181afe4b80|ed5f9b4f-7533-47de-acd1-904b1a528153|6d7220bc-c266-4905-ac12-84e61c31093b|f0e89dc1-b3da-4d3c-a3d0-c79970fd5c2d|01654e57-c659-455c-a3f0-499892b0f236|a0887ca5-2d4f-451c-9ebe-8329ce5c8f54|ecaf783f-728e-434c-aa79-0324f8f28f8f|50ecf1f9-7d94-41eb-a0e1-ac53a73d7b2a|90ebf3f7-2a18-43ec-a0e3-db96d26a2c5d|b03d796a-52af-4552-b144-6511777e07de|d3892f92-9c40-4ba0-a059-3c9bb15785c7|7357efbf-4334-4059-908b-26333fbb7267|2cb0926e-54a5-4c0e-b575-858480d838c2|1ba5111d-f8fb-4911-88d5-4c53fe9deeed|f2b8ac19-db83-4c8e-9287-d03a7bb92663|06c12a69-b57a-44af-b89a-1f3f745f26a6|e59c727d-cfcb-455e-bdd4-fdf797da1a4f|c128d4aa-a940-4c5f-a34e-589db933477c|ddc84cc9-ffec-4257-adbd-081f26e7878e|cb9a2c4d-adce-4f68-981b-1d6faafc4fb5|9f384d06-77fe-4c06-95df-94bea827df9d|044cb483-6b85-4c6f-a5aa-bac840efdba3|b2c77f0a-5b65-4b4e-bb20-c608df7efed7|1b8b0959-489e-4d9a-a2a2-c593339b259e|f6e19002-7c70-49d6-b904-382640e64123|8799e3c1-739c-4593-a9b4-05929da1c4f0|37b33cb3-b3b6-41ac-b56d-270c302ce269|a4bed69d-d093-4ab2-a4db-aea0b37cc365|00249db0-05a2-4ad4-bba1-d42cd5814959|28709144-c17a-433c-9f03-fc9f60cd5362|6653f701-ba7e-4681-b40d-a4efa17f00e8|a0c0846b-684f-403e-92b6-df0dca428d8a|0a25dcd8-2640-4c25-b9b7-5ec96dcbfec8|e782e1b0-c0e3-4ab1-bdbb-5b44932c50da|b5c775ac-71b3-45f9-ad8f-2c3d92effbb7|58ef4e37-4fd4-4d0f-ad0c-44c5c978ee7e|4ae9b1c3-3d60-4040-aee1-e5c23728d968|09328e29-b325-422b-a1f0-855457c0f713|e1913127-b945-455e-ac93-de7a192e02cf|7cbeae85-ce5c-42ed-85b6-49c49b66d729|ae5087c0-e772-4d33-909c-aa46f976cb73|788d61b9-4e2a-43e6-b882-80af6fb1a1be|fc5e9a4e-7533-47cf-bdc1-904a1b528153|7357feae-4334-4059-908a-26333eaa7267|01654f57-d659-455d-b3e0-499892a0e236|90fae3e7-2b18-43fd-b0f3-ca96c26b2d5c|09328f29-a325-422a-b1e0-855457d0e713|efd3a9f1-9865-4058-a67d-0de3fb41221a|7e339db3-3a70-4efd-99bb-2e3afe10487f
27,NSW,"471 Young St, Albury NSW 2640, Australia",-36.083096,146.922892,38,b31729c2-6e7d-4907-a3a7-52bfabfd170e|e12d9443-4c1d-4adc-a43b-26112c7f6cd1|ec509891-a010-4a77-a00a-755b7e89bb2a|a0a02c52-2a8d-47ea-aa4e-9a8870e10787|b073e289-831c-411e-bd63-7cdf8ddd7389|644fb77a-5927-4837-899f-945cfadddf54|1411cdc8-987c-445d-a55a-e9e2d65e4ecc|4fd8e7ba-0419-43ae-b27c-1356b466388a|eb48435b-6a8b-480e-a515-68cfe14ffb30|a31729d2-6f7c-4907-b3b7-52aebaec170f|88d26055-a4d3-4f92-9d63-ef242a2f7aca|dde86015-715f-452b-9a72-f3a4ec0e7337|fd621425-b461-49ab-a6f7-ce95f4f842fb|55d802de-770b-4f39-bd4f-c3548d8248c6|d018760f-e71d-4704-b1e8-a2a257d7ba2d|cd59002a-394f-40a6-88b2-2204f7b4450e|273289cc-ce7e-436a-9348-8565d49a9a1b|2d58e5b3-dd4d-40fc-ad36-75f29c374886|c487dc10-06cf-4f2c-9dc2-dd3852e05dcf|8a1c9612-3068-4bac-a048-2bf42da612ff|7f43527f-d570-41b3-acd1-75d99312d3b6|dff4958e-55ab-415a-b8da-5a028928d6fa|e4bf3948-508d-4deb-aaec-1ca03720bcee|d97bfafd-1f1a-4160-968f-3344932c6624|c0c06a26-6c7b-69fc-ac3f-1c7790f80979|0ca4be30-0a2d-45f9-962a-2671068b2071|bc973971-9282-4ea1-a2c0-3ced7d0c7ffb|84f7976d-e147-4ccd-a6a1-3505dc3c5193|3f63b866-977f-479e-bb7b-1c3a337fd9c9|e0d468f2-dd7d-49fc-a3db-139c71217d3e|75f684b2-4ec5-4781-991d-7fef0e357b93|c1f20ad7-c696-424d-8d21-b8bdab40bf21|b0b02d52-2b8c-47fb-bb4f-9b8870f10787|4a2100f2-c41b-4df7-93d8-83c2563b5233|81c0c231-981b-4463-b350-a0f9364d407e|33019471-700d-47e1-a0f7-f52f02549254|a9b4aa8c-fea8-4c8b-9066-4d94dceb175f|f0c468e2-cc7c-49ed-b3ca-139d71217c3f
28,NSW,"600 Olive street, ALBURY NSW 2640",-36.077215,146.919269,30,8bd82659-072e-4198-957b-600cecec6031|ee835fab-57f1-475b-9dc0-3aa6db49692f|49e2ba09-6ed6-45e3-86c5-f40339de6c2a|a7339e79-e0d4-4197-a1cf-bc9ede7f9bd5|41c74e0c-010b-4189-8b0b-45740ad78b6a|9ef7ec52-5234-4dc8-a24d-74c904397187|73b0f113-cc9e-470e-91fd-22840a440ea9|384855e0-d9a4-412c-ad5a-78dd299a9e3b|9faed751-dca3-4083-a792-d22db91afcfe|18d83c2c-e335-4eac-992c-086a11fc5b55|26c0012d-ad90-40a4-a4a4-435974a2e278|7782cb9b-5947-43b2-8e07-37661345c1e4|9111cb7e-75c1-4836-9612-09f365deed5e|baa61f52-5eba-4476-bc3e-ac51277a8dd8|1b2bfe6a-5422-495d-99bf-ca00fe720c8c|26d0012c-bc90-40b4-b4b4-435974b2f278|679b7c6e-07ca-4f04-84fb-50bc322bdcf1|02e850f4-50f4-cade-5041-e0c2d6fc5485|5f9ef996-a4c6-4f1f-9549-13f2d6fcf6e1|5f3bba88-738a-47c3-a0fe-bb79cefd5d90|d2661e21-e0a8-4372-a3bf-cb1eae2f7ca9|2c94477f-4cfe-4655-aa22-d75844272a24|fd0c8a41-4c91-4019-a11f-ef4ec7492703|9fe7fd52-5234-4cd8-b24c-74d904397187|b7339f79-f0c4-4197-b1de-ad9fcf7e9ac5|abb61e52-5fab-4476-ad3f-bd51277b8cc8|fa0b4d89-8b59-4095-a99f-ef8eb9857901|3cc1249b-6650-40fb-98bf-8fc8e8478b40|a041655d-fe79-40cd-b6a9-a336ed73cac7|73b0097a-da50-40d8-a8d8-812598d7e794
29,NSW,"119 Borella Rd, East Albury NSW 2640, Australia",-36.078025,146.944072,1,ac897f0b-7b47-4d19-aed4-df43dc3c2774
30,NSW,"422 Wagga Rd, Lavington NSW 2641, Australia",-36.045905,146.943511,29,9906fdc9-d80a-4652-bb0d-c0b2ea540a30|61caf70c-90e0-49fa-a9d8-cd5115ab2e42|e6e64ffe-ba8a-4166-87b2-3a262182fd17|e5e88055-4cff-478a-afbc-f1599f0ce9dd|01f482f1-a08b-4119-acb5-1b3958ee9944|0d33c955-e784-2b2b-d19e-f291bc45d381|c1270884-07f0-6900-bbfe-4fd69bffbae2|99dcce9d-ea06-423b-b63d-3e106b7d8dbc|b2674fd7-dfa7-4fc5-82ff-216c82df59f5|32b80f94-923f-4111-a0b1-3f8111a0b1f6|87fcc7a6-7840-44bb-ac08-9bb42364f831|add3254a-9012-4138-a6e9-6fa0cba47f21|0e1f5d32-2473-4ee6-a09c-f7119299c682|616fe763-007f-4e55-9c68-0eb9d2e3f6a3|978ab34b-11c9-41b3-a9c3-65c199761543|e9e44099-8bff-424d-afcb-f3977f0be1aa|ee236efe-ba01-41b8-8470-876134600534|37543945-d4cf-4ef8-ab46-6334f9d40458|61dbe70d-90f0-49eb-b9c8-dc5115ba2f42|f0e89dc1-b3da-4d3c-a3d0-c79970fd5c2d|16530704-3f57-4d63-a84d-4892bd1f8fac|db9ed9e5-455d-43b7-b7a0-2c2ff3d9ddb0|6d890a97-edbb-498e-b9e0-9e0c6f1d0dcd|ce505080-54e9-4d47-a186-4fe0c5905f2d|ac37548d-ae72-4c27-89bb-894aa12175aa|32a80e94-923e-4111-b0a1-3e8111b0a1e6|f1204eda-7fb0-6a22-2a60-d19241c1b4a1|bb06529a-f98a-4c4a-a501-d50c90ad6e1e|e1204fcb-7ea0-6b22-2b60-c19241d1a4b1
31,NSW,"1 Ray Welsh Dr, Lake Hume Village NSW 3691, Australia",-36.102209,147.037899,0,
32,NSW,"1190 Tunnel Road, Woomargama, NSW",-35.915308,147.322879,0,
33,NSW,"Lakeside Caravan Park, 1362 Alpine Way, Khancoban NSW 2642, Australia",-36.220047,148.121606,0,
34,NSW,"Riverside Cabins, 18 Diggings Terrace, Kosciuszko National Park NSW 2625, Australia",-31.3985,152.8679,0,
35,NSW,"89 Mowamba Pl, Kosciuszko National Park NSW 2625, Australia",-36.503508,148.306933,35,21ef415e-f794-4bcc-80df-26d7d724aa3f|8f834519-a81d-47a8-8fcc-1ae8133dc713|f0b9db62-6a2b-4c89-8065-2066e2578508|cf591668-47eb-412a-83ce-9751a727e017|ec1e85c7-eb96-4b45-8616-371f7dae1d69|65200c13-e77d-4905-91b8-c55dd29c5640|6f9f5322-0e96-4a38-9231-96ca38923170|011aaa7b-7cdd-4760-a456-718253bd47bc|9e6f91cf-6824-43c1-ab16-e44c5cddc5a7|7f38f117-d5e2-4434-96ef-c86ec2fac770|9dc6e068-d2a4-4cb6-be6e-9060ef0dbe34|ab9d4b89-aa77-2583-d5c3-824df9d3120b|d8a413b0-d984-4b88-87e5-1d63bd964aa6|bb2a91df-82ca-4db4-aba4-6d2a072ec08b|e362790d-c8ca-4ce9-9d62-c5c54ad2bd71|78eefc40-17f1-47f5-8832-6e254bd18429|e0670b53-bb67-4b35-bbbc-78f7d69e8690|43e0d87b-1f88-21f8-9939-fd97f4e9b459|dcb52d63-541c-441c-95da-4716b8c3604f|bcb4c4a1-1fc5-43eb-a434-8da2b4f0ac97|8e834519-b81c-47b8-8edd-1bf8133cd713|c2341426-1413-6faa-10b0-a07c78194d31|82bfa0a8-a791-4188-82e3-fadda8ccf51c|3fe9d304-8d42-45c2-a625-f431436e7193|43f0c87a-1e88-21e8-9939-ec97e4f9a459|d2341426-1413-6ebb-10a0-b07d78194c31|c2e4543b-9f31-4e91-a415-49ba4f53fb17|21fe415f-e794-4add-80ce-26c7c724bb3e|9b7251b0-cf2b-4c98-ad80-14fa9ac07a58|c51eb143-ec81-4cdc-831b-dcac445dbd23|02bcac4f-1889-4440-a7c9-255007840cb4|1322ead2-9c29-4a24-8987-d0aea1923c29|efe28c5c-424e-4997-9931-e5013af95d75|2df1ecc7-9291-43b0-b3ec-192de0dfadf6|7e38e117-c5f2-4434-96fe-d86fd2ebd770
36,NSW,"1 Friday Dr, Thredbo NSW 2625, Australia",-36.501475,148.309597,28,e5848be8-0391-48a0-a92f-449d971f81a2|f723bd88-cf78-4ba9-aaba-aa84c41fc2ae|38ebb839-7ca6-45f4-bf3e-4d2812b1c11d|307a859a-2cc6-4ef8-a604-ffea57003996|efe28c5c-424e-4997-9931-e5013af95d75|ad5ddd95-7749-4d84-a646-791851e460b1|098f323e-23c5-4120-9adf-282795effc8c|626853e5-46b1-4e5c-8b90-3833df06ac36|1a3fb100-2539-23be-5deb-853e7e4ca503|307b859b-2dd6-4fe8-b604-eefb57003996|20adb9aa-134e-4727-8609-ae013c59791a|7d17a617-f50e-42e3-8a3c-5cff81e0e32e|09ebc380-471e-4b03-a27f-22e9ae052492|3418bebe-a1f9-2983-d9a4-a3e8890eb38b|38b69f6d-4a48-45a2-b71f-44169dded6d7|a9f9f0cf-6c97-49cc-a5f4-bb2b60eda281|5aac3c7e-c2f4-4d25-8691-1e7f87a2aa01|dd85b9b3-b113-4dbb-affc-3cc4056164c0|1f672b66-7ce1-45e5-b2ed-b63f90640232|1b3ea100-2539-23af-5cfa-853f7f4db503|a8ef89b5-5974-46d7-a820-968c6e5de31f|c745c9df-913f-43c3-b2fb-9a4a2020fe5b|e8843c40-b6de-400d-a3b0-1fb56a331e40|c69d43fc-b5e2-42f9-898f-8b103e49596e|4c1569fd-1bbb-4f0a-9f4e-b6ac63e2526d|d745d9ce-913e-43d3-a2ea-9b4b2020ef5a|719f9ac3-6e7f-4f13-ab44-d861f36580ee|e723ac88-de78-4ab9-bbab-bb84d41ed2bf
37,NSW,"Boydtown Park Rd, Boydtown NSW 2551, Australia",-37.1033753,149.8801132,20,c0d8c417-0e7c-4180-b26a-a296832e6618|72907174-db2f-4b76-bde1-1ae4fd86aa33|981efb06-b60b-63cf-2393-1e87bc47b927|99919009-963e-425d-a0bd-616e2bba2f81|7179c8fb-8f51-43bf-997a-1fb72c448d53|57c653be-13bb-4829-a4a8-e282542e0302|fc5ba6e4-47cc-44c5-93a7-f3eb9d1cd647|d0c8d417-0f7d-4180-a26b-b296832f6618|aa8e8436-e22f-4f80-8f2f-3d2d46eeb5d0|310473d9-a122-416c-a23b-73a3d2bd9106|13e5b1a6-da12-49bd-9fb3-1239bd9fb343|13f5a1b6-cb12-49ac-9ea3-1239ac9ea343|510f09c7-66c0-4b98-bc67-7717ac49855f|8e30e8d0-0f6e-4afc-b1cb-725d10d2ca6d|d8c2a04a-f8a6-4973-90d7-2ec59b156c4e|50f0c5f3-0f2c-46d8-b7f8-2647127471c2|f3ba9544-e47c-4254-b38e-975c9b40c1bc|a4eaa71e-43a7-4066-927b-79811353c7c4|ed5ab6f4-47dd-44d5-93b7-e3fa9c1dc647|72907174-ca2e-4a76-acf1-1bf4ec86bb33
